subject_id,tpd_pre,tpd_anti_shia_pre,tpd_post,tpd_anti_shia_post,week_pre,week_anti_shia_pre,week_post,week_anti_shia_post,two_weeks_pre,two_weeks_anti_shia_pre,two_weeks_post,two_weeks_anti_shia_post,month_pre,month_anti_shia_pre,month_post,month_anti_shia_post,treatment_date,treatment_num,treatment_text,followers_count,anti_shia_friends_count,loc_qual,gcc,yemen,iraq,syria,conflict
259,13,3,26,0,56,4,52,0,59,12,47,3,69,11,77,2,2/4/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,866,188,GCC,TRUE,FALSE,FALSE,FALSE,0
260,2,0,7,0,28,0,10,0,14,1,22,0,43,0,NA,NA,2/4/18,0,NA,9094,864,GCC,TRUE,FALSE,FALSE,FALSE,0
261,2,2,4,0,8,0,7,1,16,2,15,0,28,1,33,3,2/4/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,232,94,GCC,TRUE,FALSE,FALSE,FALSE,0
262,22,8,8,4,77,29,64,27,54,19,60,31,103,48,91,47,2/4/18,0,NA,357,23,Saudi,TRUE,FALSE,FALSE,FALSE,0
263,9,1,0,0,25,1,NA,NA,31,6,NA,NA,43,6,NA,NA,2/4/18,0,NA,255,165,Saudi,TRUE,FALSE,FALSE,FALSE,0
264,47,0,43,0,259,0,267,0,273,0,218,0,892,1,423,0,2/4/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,957,64,GCC,TRUE,FALSE,FALSE,FALSE,0
265,9,1,8,0,34,1,33,1,40,2,38,5,98,6,74,10,2/4/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,346,141,GCC,TRUE,FALSE,FALSE,FALSE,0
266,9,0,8,0,14,0,29,0,24,0,18,0,49,0,46,0,2/4/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,122,147,Iraq,FALSE,FALSE,TRUE,FALSE,1
267,1,0,27,0,34,0,31,0,36,0,47,0,54,0,63,0,2/4/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,53,87,GCC,TRUE,FALSE,FALSE,FALSE,0
268,19,0,18,0,66,0,41,0,38,0,24,0,92,0,68,0,2/4/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,36,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
269,0,0,0,0,54,0,99,0,32,0,81,2,102,0,114,9,2/4/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,2816,1,Lebanon,FALSE,FALSE,FALSE,FALSE,0
270,0,0,0,0,6,0,5,0,9,0,5,0,18,0,14,0,2/4/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,170,21,Syria,FALSE,FALSE,FALSE,TRUE,1
271,1,0,8,0,8,0,11,1,8,0,16,1,25,0,21,1,2/4/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,116,51,Saudi,TRUE,FALSE,FALSE,FALSE,0
272,145,1,59,4,357,2,228,9,291,15,285,25,720,27,946,32,2/4/18,5,هذا الكلام الطائفي يزرع الفتنة.,1006,238,Saudi,TRUE,FALSE,FALSE,FALSE,0
273,59,1,44,2,124,2,128,2,175,2,95,6,181,2,215,5,2/4/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,339,24,Yemen,FALSE,TRUE,FALSE,FALSE,1
274,5,0,NA,NA,8,1,NA,NA,7,0,NA,NA,12,1,NA,NA,2/4/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,511,295,Saudi,TRUE,FALSE,FALSE,FALSE,0
275,2,1,4,0,5,1,13,0,8,1,20,1,18,8,48,0,2/4/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,140,9,GCC,TRUE,FALSE,FALSE,FALSE,0
276,9,0,7,3,42,0,36,3,25,0,54,4,146,0,279,5,2/4/18,5,هذا الكلام الطائفي يزرع الفتنة.,66,51,Saudi,TRUE,FALSE,FALSE,FALSE,0
277,7,0,2,0,21,0,NA,NA,22,0,NA,0,41,0,NA,NA,2/4/18,5,هذا الكلام الطائفي يزرع الفتنة.,272,30,GCC,TRUE,FALSE,FALSE,FALSE,0
278,3,0,3,0,8,0,9,0,14,0,5,0,52,1,41,0,2/4/18,0,NA,10,29,GCC,TRUE,FALSE,FALSE,FALSE,0
279,5,0,1,1,6,0,7,1,13,0,11,1,24,0,18,1,2/4/18,0,NA,27,11,Yemen,FALSE,TRUE,FALSE,FALSE,1
280,3,0,1,0,9,1,3,0,23,3,9,0,45,6,41,0,2/4/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,7,21,Saudi,TRUE,FALSE,FALSE,FALSE,0
281,2,1,3,0,4,1,7,1,8,1,6,2,16,1,19,1,2/4/18,5,هذا الكلام الطائفي يزرع الفتنة.,9,8,Saudi,TRUE,FALSE,FALSE,FALSE,0
282,30,3,36,0,76,4,78,0,69,4,63,0,134,5,125,0,2/4/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,175,63,GCC,TRUE,FALSE,FALSE,FALSE,0
283,102,0,55,0,417,1,489,1,423,2,393,1,705,3,681,1,2/4/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,75,5,Yemen,FALSE,TRUE,FALSE,FALSE,1
284,0,0,6,4,26,3,38,9,45,11,18,12,202,17,156,17,2/4/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,14,12,Yemen,FALSE,TRUE,FALSE,FALSE,1
285,2,1,1,0,2,1,2,0,2,1,2,0,3,1,2,0,2/4/18,5,هذا الكلام الطائفي يزرع الفتنة.,83,32,Saudi,TRUE,FALSE,FALSE,FALSE,0
286,14,0,32,0,47,0,19,0,61,0,54,0,115,2,123,0,2/4/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,385,4,GCC,TRUE,FALSE,FALSE,FALSE,0
287,9,1,3,0,20,2,16,0,25,1,19,2,29,7,39,0,2/5/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,15,8,Yemen,FALSE,TRUE,FALSE,FALSE,1
288,38,1,21,0,89,5,87,0,85,10,56,2,431,33,442,2,2/5/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,366,10,Saudi,TRUE,FALSE,FALSE,FALSE,0
289,9,1,20,1,39,9,48,2,34,19,35,7,52,35,94,12,2/5/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,171,23,Saudi,TRUE,FALSE,FALSE,FALSE,0
290,1,1,0,0,6,1,5,0,6,1,5,0,6,4,12,0,2/5/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,40,30,Yemen,FALSE,TRUE,FALSE,FALSE,1
291,3,0,17,0,22,0,34,0,15,1,23,0,74,1,NA,NA,2/5/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,655,1,Yemen,FALSE,TRUE,FALSE,FALSE,1
292,0,0,8,0,6,0,7,0,9,0,5,0,23,0,20,1,2/5/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1396,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
293,2,0,1,0,3,0,3,0,5,0,2,0,6,0,9,0,2/5/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,2514,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
294,14,0,8,0,25,0,16,0,24,0,37,5,118,0,93,0,2/5/18,5,هذا الكلام الطائفي يزرع الفتنة.,2008,100,GCC,TRUE,FALSE,FALSE,FALSE,0
295,7,0,5,0,19,0,21,2,18,3,24,2,33,4,29,9,2/5/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,170,44,Saudi,TRUE,FALSE,FALSE,FALSE,0
296,94,0,62,0,278,0,245,1,372,0,345,1,472,0,544,3,2/5/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,7863,1196,Saudi,TRUE,FALSE,FALSE,FALSE,0
297,96,1,116,0,185,1,204,3,241,2,236,5,307,15,681,2,2/5/18,5,هذا الكلام الطائفي يزرع الفتنة.,24,1,GCC,TRUE,FALSE,FALSE,FALSE,0
298,1,0,0,0,4,0,2,0,1,0,2,0,6,0,NA,NA,2/5/18,0,NA,34,48,Yemen,FALSE,TRUE,FALSE,FALSE,1
299,0,0,0,0,21,0,10,3,23,0,14,3,54,0,43,5,2/5/18,5,هذا الكلام الطائفي يزرع الفتنة.,349,58,Saudi,TRUE,FALSE,FALSE,FALSE,0
300,3,0,1,0,3,0,9,5,3,0,15,8,30,0,79,9,2/5/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,100,15,GCC,TRUE,FALSE,FALSE,FALSE,0
301,7,0,2,0,23,0,18,0,34,0,21,3,47,0,46,0,2/5/18,5,هذا الكلام الطائفي يزرع الفتنة.,280,100,GCC,TRUE,FALSE,FALSE,FALSE,0
302,2,0,3,0,8,0,3,0,11,0,6,0,29,0,16,0,2/5/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1234,16,Saudi,TRUE,FALSE,FALSE,FALSE,0
303,0,0,3,2,13,1,10,4,14,0,20,2,30,0,NA,NA,2/5/18,5,هذا الكلام الطائفي يزرع الفتنة.,3174,12659,Saudi,TRUE,FALSE,FALSE,FALSE,0
304,2,0,7,0,28,0,10,0,70,0,22,0,143,0,72,1,2/5/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,635,457,GCC,TRUE,FALSE,FALSE,FALSE,0
305,24,3,9,0,56,4,66,0,47,2,37,0,79,4,82,1,2/5/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,435,49,GCC,TRUE,FALSE,FALSE,FALSE,0
306,17,1,13,0,57,2,54,0,49,7,43,1,99,13,NA,NA,2/5/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,80,1,NA,FALSE,FALSE,FALSE,FALSE,0
307,106,2,59,0,289,0,111,0,645,0,263,0,1260,0,581,0,2/5/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1472,164,GCC,TRUE,FALSE,FALSE,FALSE,0
308,5,3,5,2,12,0,13,0,16,0,13,0,24,0,27,0,2/5/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,3862,18,GCC,TRUE,FALSE,FALSE,FALSE,0
309,17,1,24,0,51,1,77,2,71,1,65,5,170,1,174,6,2/5/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,475,1,US,FALSE,FALSE,FALSE,FALSE,0
310,19,0,16,0,78,1,53,0,52,1,68,0,204,1,283,0,2/5/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,78,152,Bahrain,TRUE,FALSE,FALSE,FALSE,0
311,2,0,5,0,11,0,11,0,19,0,14,0,24,1,52,0,2/5/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,3,7,GCC,TRUE,FALSE,FALSE,FALSE,0
312,3,0,17,0,57,0,93,0,115,1,173,0,224,1,463,0,2/5/18,0,NA,702,100,NA,FALSE,FALSE,FALSE,FALSE,0
313,6,1,23,0,51,1,74,2,69,1,101,5,170,1,NA,NA,2/5/18,2,NA,4534,20,NA,FALSE,FALSE,FALSE,FALSE,0
314,0,0,3,0,6,0,7,0,2,0,5,0,28,0,19,3,2/5/18,0,NA,2337,457,Saudi,TRUE,FALSE,FALSE,FALSE,0
315,6,1,9,0,12,2,15,1,14,2,13,1,70,1,64,2,2/5/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,364,83,Bahrain,TRUE,FALSE,FALSE,FALSE,0
316,8,1,10,0,22,4,14,0,24,2,17,0,43,6,54,0,2/5/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,44,5,UK,FALSE,FALSE,FALSE,FALSE,0
317,0,0,3,0,5,0,11,0,4,0,7,1,9,0,12,3,2/5/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,7893,104,Lebanon,FALSE,FALSE,FALSE,FALSE,0
318,0,0,0,0,0,0,0,0,3,1,2,0,3,1,5,0,2/5/18,5,هذا الكلام الطائفي يزرع الفتنة.,592,2,Saudi,TRUE,FALSE,FALSE,FALSE,0
319,15,0,18,0,62,1,81,0,92,1,66,0,104,1,130,0,2/5/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,986,1,GCC,TRUE,FALSE,FALSE,FALSE,0
320,0,0,0,0,0,0,0,0,1,0,1,0,3,0,4,0,2/5/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,360,22,Yemen,FALSE,TRUE,FALSE,FALSE,1
321,6,1,20,0,10,1,9,0,14,3,17,7,29,3,27,0,2/5/18,5,هذا الكلام الطائفي يزرع الفتنة.,5016,307,GCC,TRUE,FALSE,FALSE,FALSE,0
322,0,0,1,0,4,0,2,0,3,0,1,0,5,0,6,0,2/5/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1905,381,Saudi,TRUE,FALSE,FALSE,FALSE,0
323,1,0,0,0,0,0,2,0,0,0,2,0,4,0,NA,NA,2/5/18,0,NA,234,48,NA,FALSE,FALSE,FALSE,FALSE,0
324,0,0,0,0,1,0,0,0,2,0,1,0,3,0,4,0,2/5/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,201,58,Saudi,TRUE,FALSE,FALSE,FALSE,0
325,17,0,12,0,36,0,34,0,54,0,30,0,71,0,91,0,2/5/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1335,154,Egypt,FALSE,FALSE,FALSE,FALSE,0
326,0,0,0,0,1,0,2,0,1,0,0,0,14,0,15,11,2/5/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,59,6,Yemen,FALSE,TRUE,FALSE,FALSE,1
327,24,3,9,0,56,4,66,0,22,2,53,0,279,6,NA,NA,2/5/18,0,NA,3545,1,NA,FALSE,FALSE,FALSE,FALSE,0
328,0,0,0,0,1,0,2,0,1,0,2,0,3,0,NA,NA,2/5/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1005,39,Kuwait,TRUE,FALSE,FALSE,FALSE,0
329,0,0,0,0,45,0,64,13,35,0,80,35,95,0,104,60,2/5/18,0,NA,112,133,US,FALSE,FALSE,FALSE,FALSE,0
330,17,1,13,0,57,3,42,0,58,7,43,1,99,12,74,0,2/5/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,33,2,Saudi,TRUE,FALSE,FALSE,FALSE,0
331,5,0,11,0,23,0,31,0,21,0,NA,NA,54,0,NA,NA,2/5/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,5652,1,NA,FALSE,FALSE,FALSE,FALSE,0
332,4,0,4,0,7,0,6,0,9,0,14,0,16,0,38,0,2/5/18,0,NA,245,8,NA,FALSE,FALSE,FALSE,FALSE,0
333,3,1,3,0,5,0,9,0,8,2,7,0,39,7,35,8,2/5/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,2669,42,Saudi,TRUE,FALSE,FALSE,FALSE,0
334,9,1,2,0,25,2,39,0,44,6,29,1,73,6,70,0,2/5/18,5,هذا الكلام الطائفي يزرع الفتنة.,518,4,GCC,TRUE,FALSE,FALSE,FALSE,0
335,9,0,3,0,19,1,9,0,29,2,21,4,51,7,45,2,2/5/18,5,هذا الكلام الطائفي يزرع الفتنة.,1654,96,GCC,TRUE,FALSE,FALSE,FALSE,0
336,16,0,5,0,47,0,29,0,104,1,46,0,134,2,160,1,2/5/18,0,NA,485,210,Saudi,TRUE,FALSE,FALSE,FALSE,0
337,6,1,0,0,27,2,29,0,42,3,34,0,91,7,78,0,2/6/18,5,هذا الكلام الطائفي يزرع الفتنة.,178,31,Lebanon,FALSE,FALSE,FALSE,FALSE,0
338,16,0,50,0,105,0,90,0,87,0,83,0,578,0,584,0,2/6/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1507,2,Kuwait,TRUE,FALSE,FALSE,FALSE,0
339,1,0,3,0,3,0,10,2,13,0,17,2,19,0,22,3,2/6/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,94,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
340,4,2,3,0,9,0,NA,NA,10,0,NA,NA,23,0,NA,NA,2/6/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,81,79,Saudi,TRUE,FALSE,FALSE,FALSE,0
341,27,0,37,0,79,0,96,1,155,0,158,1,173,0,203,1,2/6/18,0,NA,1032,38,GCC,TRUE,FALSE,FALSE,FALSE,0
342,36,5,34,7,110,18,136,20,189,25,180,49,373,41,611,91,2/6/18,0,NA,370,35,Syria,FALSE,FALSE,FALSE,TRUE,1
343,1,0,0,0,3,0,2,0,5,0,9,2,7,0,NA,NA,2/6/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1159,1517,Saudi,TRUE,FALSE,FALSE,FALSE,0
344,32,1,6,0,39,1,29,0,43,3,31,0,47,2,58,0,2/6/18,5,هذا الكلام الطائفي يزرع الفتنة.,180,12,Saudi,TRUE,FALSE,FALSE,FALSE,0
345,2,0,24,1,13,0,29,1,41,3,39,5,55,3,73,8,2/6/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,82,116,Iraq,FALSE,FALSE,TRUE,FALSE,1
346,1,0,2,0,5,0,3,0,2,0,17,3,15,0,88,10,2/6/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,78,67,Saudi,TRUE,FALSE,FALSE,FALSE,0
347,0,0,0,0,0,0,2,0,1,0,2,0,2,0,2,0,2/6/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,41,18,Saudi,TRUE,FALSE,FALSE,FALSE,0
348,4,1,0,0,5,0,NA,NA,8,0,NA,NA,54,2,NA,NA,2/6/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,74,1,Egypt,FALSE,FALSE,FALSE,FALSE,0
349,2,0,8,0,8,0,9,0,18,0,11,0,26,0,28,0,2/6/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,16,40,Yemen,FALSE,TRUE,FALSE,FALSE,1
350,13,1,17,2,60,1,34,2,51,1,36,2,225,1,67,3,2/6/18,0,NA,612,85,Saudi,TRUE,FALSE,FALSE,FALSE,0
351,1,0,30,0,12,0,82,0,73,1,79,4,214,2,401,1,2/6/18,5,هذا الكلام الطائفي يزرع الفتنة.,258,81,GCC,TRUE,FALSE,FALSE,FALSE,0
352,38,1,60,4,112,2,115,8,108,3,102,8,290,4,225,8,2/6/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,282,28,GCC,TRUE,FALSE,FALSE,FALSE,0
353,0,0,1,0,3,0,2,0,4,0,1,0,5,0,12,1,2/6/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,29,1,GCC,TRUE,FALSE,FALSE,FALSE,0
354,2,0,4,1,13,2,NA,NA,12,2,NA,NA,14,1,NA,NA,2/6/18,0,NA,15,18,Saudi,TRUE,FALSE,FALSE,FALSE,0
355,4,0,5,0,27,0,26,0,35,0,38,0,224,5,138,0,2/6/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,2492,249,GCC,TRUE,FALSE,FALSE,FALSE,0
356,12,3,5,0,49,5,48,9,36,19,88,11,215,21,NA,NA,2/6/18,0,NA,546,78,GCC,TRUE,FALSE,FALSE,FALSE,0
357,3,1,4,0,5,1,NA,NA,4,1,NA,NA,5,0,NA,NA,2/6/18,5,هذا الكلام الطائفي يزرع الفتنة.,22,29,NA,FALSE,FALSE,FALSE,FALSE,0
358,4,1,3,0,3,1,2,0,7,2,6,0,5,1,NA,NA,2/6/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,344,12,GCC,TRUE,FALSE,FALSE,FALSE,0
359,104,0,111,0,342,0,627,0,573,0,427,0,1173,6,1603,0,2/6/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,226,5,GCC,TRUE,FALSE,FALSE,FALSE,0
360,1,0,5,0,3,0,7,0,21,0,12,0,23,0,20,0,2/6/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,88,92,Yemen,FALSE,TRUE,FALSE,FALSE,1
361,53,0,36,0,95,0,139,0,174,0,243,0,448,0,425,0,2/6/18,0,NA,25,4,Saudi,TRUE,FALSE,FALSE,FALSE,0
362,1,0,2,0,22,0,14,0,25,0,34,0,57,0,95,0,2/6/18,0,NA,227,44,GCC,TRUE,FALSE,FALSE,FALSE,0
363,63,0,36,0,136,0,176,0,165,0,319,0,205,0,571,0,2/6/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1895,20,Saudi,TRUE,FALSE,FALSE,FALSE,0
364,0,0,0,0,6,0,7,0,9,0,5,0,10,0,27,0,2/6/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1538,160,GCC,TRUE,FALSE,FALSE,FALSE,0
365,4,1,1,0,6,1,21,0,33,2,28,1,53,2,116,1,2/6/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,61,1,Bahrain,TRUE,FALSE,FALSE,FALSE,0
366,3,2,0,0,2,0,2,0,2,0,2,0,5,3,2,0,2/6/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,43,76,Yemen,FALSE,TRUE,FALSE,FALSE,1
367,0,0,1,0,2,0,3,0,1,0,4,0,6,0,NA,NA,2/6/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,221,1,Saudi,TRUE,FALSE,FALSE,FALSE,0
368,93,0,143,0,398,0,347,2,693,0,601,5,1071,0,1356,2,2/6/18,5,هذا الكلام الطائفي يزرع الفتنة.,1445,127,Saudi,TRUE,FALSE,FALSE,FALSE,0
369,18,2,5,0,48,0,47,0,69,0,42,1,173,0,147,1,2/6/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,2804,58,Saudi,TRUE,FALSE,FALSE,FALSE,0
370,0,0,0,0,5,0,3,0,10,0,11,0,51,6,18,0,2/6/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,49,66,Saudi,TRUE,FALSE,FALSE,FALSE,0
371,0,0,1,0,4,0,2,0,3,0,1,0,7,0,9,0,2/6/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,673,29,Saudi,TRUE,FALSE,FALSE,FALSE,0
372,0,0,0,0,7,0,NA,NA,6,0,NA,NA,34,0,NA,NA,2/6/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1276,93,Saudi,TRUE,FALSE,FALSE,FALSE,0
373,26,4,34,4,72,8,140,16,160,18,90,31,380,51,544,67,2/6/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1168,161,GCC,TRUE,FALSE,FALSE,FALSE,0
374,2,1,2,0,3,1,2,0,3,1,2,0,3,1,3,0,2/6/18,5,هذا الكلام الطائفي يزرع الفتنة.,67,7,Saudi,TRUE,FALSE,FALSE,FALSE,0
375,155,1,97,0,317,2,326,10,395,5,371,19,812,5,977,32,2/6/18,0,NA,195,311,Yemen,FALSE,TRUE,FALSE,FALSE,1
376,0,0,9,2,5,0,11,2,16,1,7,2,31,1,NA,NA,2/6/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,3356,1726,Saudi,TRUE,FALSE,FALSE,FALSE,0
377,2,1,2,0,4,1,3,0,4,1,6,0,7,1,21,0,2/6/18,5,هذا الكلام الطائفي يزرع الفتنة.,34,9,GCC,TRUE,FALSE,FALSE,FALSE,0
378,2,1,10,0,14,0,37,0,24,0,17,0,21,1,32,0,2/6/18,4,يقول عدد كبير من الزعماء الدينيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,1723,185,Egypt,FALSE,FALSE,FALSE,FALSE,0
379,4,0,9,0,18,0,21,0,20,0,23,3,78,0,102,1,2/6/18,5,هذا الكلام الطائفي يزرع الفتنة.,410,364,Saudi,TRUE,FALSE,FALSE,FALSE,0
380,16,0,22,0,28,0,48,0,38,0,67,0,86,0,164,4,2/6/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,192,72,Yemen,FALSE,TRUE,FALSE,FALSE,1
381,15,0,68,0,188,1,168,0,129,3,258,0,915,10,455,0,2/6/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,158,21,GCC,TRUE,FALSE,FALSE,FALSE,0
382,4,1,0,0,6,1,5,0,8,1,11,2,18,2,17,3,2/6/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,6,9,GCC,TRUE,FALSE,FALSE,FALSE,0
383,4,1,1,0,16,6,37,6,43,8,61,14,136,20,117,20,2/6/18,1,هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,452,293,Saudi,TRUE,FALSE,FALSE,FALSE,0
384,6,0,63,1,23,0,79,1,83,0,81,1,67,0,137,1,2/6/18,2,هذا الكلام الطائفي يزرع الفتنة. كلنا مسلمون.,38,6,Iraq,FALSE,FALSE,TRUE,FALSE,1
385,10,0,14,0,22,0,26,0,7,0,12,0,79,1,40,0,2/7/18,3,يقول عدد كبير من الزعماء السياسيين أن هذا الكلام الطائفي يزرع الفتنة. كلنا عرب.,1554,89,GCC,TRUE,FALSE,FALSE,FALSE,0
386,13,1,15,0,37,1,78,0,27,2,81,0,221,2,376,0,2/7/18,5,هذا الكلام الطائفي يزرع الفتنة.,92,38,Iraq,FALSE,FALSE,TRUE,FALSE,1
387,27,0,23,0,95,0,61,0,101,0,81,3,106,0,119,0,2/7/18,5,هذا الكلام الطائفي يزرع الفتنة.,124,96,Yemen,FALSE,TRUE,FALSE,FALSE,1
